synonym,score
many,0.8982348442077637
male,0.8952196836471558
mans,0.8907725214958191
making,0.868110179901123
manage,0.8493849039077759
makeup,0.8471009135246277
manipulated,0.842032253742218
matter,0.8360486626625061
manner,0.8357065916061401
make,0.8330475687980652
